,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
gi|548558394|ref|NC_022518.1| Human endogenous retrovirus K113 complete genome,0.0,1181.0,257.0,0.0,0.0,0.0,0.0,0.0,462.0,733.0,747.0,813.0,830.0,806.0,778.0,829.0,836.0,820.0,777.0,734.0,0.0,947.0,792.0,783.0,559.0,0.0,754.0,932.0,1184.0,690.0,900.0,932.0,262.0,642.0,816.0,775.0,932.0,285.0,445.0,426.0,167.0,453.0,914.0,1130.0,1188.0,917.0,1188.0,253.0,743.0,1175.0,215.0,0.0,460.0,454.0,938.0,658.0,88.0,0.0,161.0,756.0,892.0,0.0,0.0,0.0,0.0,1438.0,886.0,883.0,468.0,669.0,0.0,1188.0,427.0,690.0,322.0,1175.0,235.0,152.0,821.0,714.0,107.0,219.0,502.0,932.0,614.0,187.0,932.0,493.0,764.0,463.0,718.0,263.0,215.0,241.0,214.0,0.0,932.0,931.0,173.0,0.0,0.0,241.0,434.0,299.0,0.0,0.0,0.0,0.0,931.0,844.0,906.0,527.0,625.0,184.0,867.0,1188.0,0.0,268.0,878.0,498.0,740.0,701.0,805.0,762.0,690.0,932.0,772.0,526.0,0.0,947.0,158.0,932.0,690.0,0.0,145.0,0.0,0.0,897.0
"gi|9629357|ref|NC_001802.1| Human immunodeficiency virus 1, complete genome",173.0,671.0,778.0,0.0,100.0,0.0,152.0,83.0,462.0,1149.0,1030.0,1117.0,1159.0,1139.0,1117.0,1166.0,1170.0,1161.0,1094.0,1056.0,0.0,998.0,1121.0,1170.0,1050.0,0.0,1030.0,1311.0,1213.0,668.0,1274.0,1276.0,262.0,835.0,1152.0,1305.0,1194.0,285.0,696.0,812.0,96.0,239.0,720.0,909.0,1229.0,668.0,1307.0,253.0,1092.0,1200.0,215.0,154.0,668.0,896.0,1030.0,902.0,88.0,0.0,233.0,1258.0,1216.0,0.0,0.0,0.0,0.0,886.0,1581.0,1578.0,250.0,915.0,0.0,1204.0,815.0,668.0,322.0,1210.0,235.0,152.0,1028.0,1244.0,206.0,219.0,276.0,1311.0,826.0,187.0,1311.0,776.0,764.0,729.0,1023.0,473.0,215.0,241.0,214.0,0.0,1304.0,951.0,173.0,0.0,0.0,704.0,659.0,121.0,0.0,0.0,0.0,0.0,671.0,1267.0,1578.0,328.0,935.0,183.0,1161.0,1265.0,0.0,268.0,1290.0,873.0,1131.0,1089.0,1130.0,1079.0,668.0,1031.0,1029.0,528.0,0.0,735.0,158.0,1301.0,388.0,0.0,145.0,0.0,124.0,1240.0
"gi|9628880|ref|NC_001722.1| Human immunodeficiency virus 2, complete genome",173.0,715.0,778.0,0.0,100.0,0.0,152.0,83.0,462.0,1223.0,1030.0,1125.0,1187.0,1144.0,1184.0,1236.0,1232.0,1206.0,1110.0,1079.0,0.0,1026.0,1121.0,1212.0,1050.0,0.0,1030.0,1395.0,1215.0,696.0,1328.0,1326.0,262.0,835.0,1169.0,1305.0,1214.0,285.0,696.0,812.0,96.0,239.0,717.0,909.0,1257.0,696.0,1381.0,253.0,1109.0,1217.0,215.0,154.0,668.0,896.0,1030.0,902.0,88.0,0.0,233.0,1258.0,1221.0,0.0,0.0,0.0,0.0,883.0,1578.0,1752.0,250.0,915.0,0.0,1203.0,815.0,696.0,322.0,1214.0,235.0,152.0,1028.0,1244.0,206.0,219.0,276.0,1393.0,826.0,187.0,1435.0,776.0,764.0,729.0,1030.0,473.0,215.0,241.0,214.0,0.0,1365.0,953.0,173.0,0.0,0.0,704.0,656.0,121.0,0.0,0.0,0.0,0.0,715.0,1299.0,1621.0,328.0,960.0,183.0,1163.0,1293.0,0.0,268.0,1309.0,942.0,1209.0,1132.0,1140.0,1079.0,696.0,1088.0,1029.0,528.0,0.0,732.0,158.0,1376.0,385.0,0.0,145.0,0.0,124.0,1310.0
"gi|9626914|ref|NC_001494.1| Jaagsiekte sheep retrovirus, complete genome",0.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,235.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,0.0,250.0,250.0,250.0,250.0,0.0,250.0,250.0,250.0,445.0,250.0,250.0,250.0,231.0,250.0,250.0,250.0,250.0,0.0,0.0,171.0,1092.0,445.0,250.0,250.0,468.0,250.0,250.0,245.0,250.0,0.0,0.0,245.0,0.0,250.0,209.0,276.0,83.0,165.0,250.0,250.0,0.0,0.0,0.0,0.0,468.0,250.0,250.0,1116.0,216.0,0.0,250.0,0.0,448.0,653.0,250.0,0.0,0.0,473.0,216.0,0.0,0.0,1116.0,250.0,186.0,274.0,250.0,0.0,250.0,222.0,241.0,250.0,0.0,241.0,0.0,0.0,250.0,250.0,186.0,0.0,0.0,0.0,250.0,299.0,0.0,0.0,0.0,0.0,445.0,250.0,250.0,448.0,250.0,182.0,250.0,250.0,0.0,250.0,250.0,0.0,242.0,203.0,250.0,250.0,250.0,250.0,250.0,466.0,89.0,250.0,0.0,250.0,250.0,109.0,0.0,249.0,0.0,250.0
"gi|27819377|ref|NC_004540.1| Kalanchoe top-spotting virus, complete genome",0.0,463.0,452.0,0.0,0.0,0.0,0.0,0.0,425.0,1139.0,1128.0,1139.0,1121.0,1135.0,1139.0,1139.0,1139.0,1139.0,1139.0,915.0,0.0,668.0,1139.0,915.0,668.0,0.0,1124.0,915.0,915.0,456.0,1139.0,1139.0,423.0,1044.0,1139.0,915.0,1139.0,216.0,908.0,813.0,170.0,216.0,428.0,675.0,915.0,456.0,915.0,216.0,915.0,915.0,212.0,0.0,428.0,656.0,915.0,1120.0,88.0,0.0,313.0,915.0,1139.0,0.0,0.0,0.0,0.0,669.0,915.0,915.0,216.0,1139.0,0.0,915.0,817.0,456.0,439.0,915.0,212.0,152.0,866.0,915.0,107.0,212.0,216.0,915.0,1029.0,268.0,915.0,923.0,878.0,919.0,1128.0,216.0,212.0,216.0,212.0,0.0,915.0,927.0,248.0,0.0,0.0,697.0,680.0,205.0,0.0,0.0,0.0,0.0,463.0,915.0,915.0,440.0,668.0,183.0,1131.0,915.0,0.0,440.0,1139.0,923.0,1139.0,1126.0,915.0,915.0,456.0,675.0,1139.0,658.0,0.0,428.0,158.0,915.0,440.0,90.0,145.0,0.0,0.0,1139.0
"gi|521967815|ref|NC_021704.1| Koala retrovirus isolate Br2-1CETTG, complete genome",360.0,0.0,0.0,63.0,244.0,555.0,383.0,180.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,174.0,0.0,0.0,214.0,214.0,527.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,214.0,0.0,732.0,148.0,476.0,208.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,186.0,527.0,527.0,527.0,0.0,0.0,0.0,0.0,0.0,1158.0,0.0,0.0,0.0,0.0,0.0,732.0,351.0,0.0,0.0,121.0,717.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,512.0,736.0,730.0,815.0,0.0,0.0,78.0,206.0,422.0,214.0,0.0,0.0,527.0,527.0,527.0,527.0,0.0,214.0,0.0,0.0,214.0,76.0,0.0,0.0,588.0,527.0,0.0,0.0,0.0,0.0,208.0,208.0,0.0,0.0,0.0,0.0,89.0,0.0,96.0,214.0,0.0,93.0,285.0,432.0,134.0,0.0
"gi|189009862|ref|NC_010737.1| Lamium leaf distortion associated virus, complete genome",0.0,992.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1053.0,1030.0,1105.0,1149.0,1125.0,1098.0,1149.0,1156.0,1140.0,1082.0,1046.0,0.0,1303.0,1082.0,1103.0,808.0,0.0,1021.0,1318.0,1529.0,1038.0,1220.0,1318.0,262.0,835.0,1135.0,1064.0,1278.0,285.0,696.0,628.0,167.0,239.0,922.0,1144.0,1547.0,949.0,1570.0,253.0,1063.0,1543.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1039.0,1208.0,0.0,0.0,0.0,0.0,1188.0,1204.0,1203.0,250.0,915.0,0.0,1574.0,631.0,975.0,322.0,1561.0,235.0,152.0,1028.0,1007.0,107.0,219.0,276.0,1286.0,826.0,187.0,1271.0,765.0,764.0,729.0,1011.0,263.0,215.0,241.0,214.0,0.0,1318.0,1302.0,173.0,0.0,0.0,481.0,771.0,212.0,0.0,0.0,0.0,0.0,1026.0,1164.0,1226.0,527.0,915.0,261.0,1137.0,1574.0,0.0,268.0,1198.0,818.0,1060.0,1021.0,1108.0,1069.0,1038.0,1036.0,1029.0,528.0,0.0,1021.0,158.0,1265.0,756.0,0.0,145.0,0.0,0.0,1217.0
"gi|148839269|ref|NC_009568.1| Lucky bamboo bacilliform virus, complete genome",173.0,226.0,589.0,0.0,100.0,0.0,152.0,83.0,209.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,631.0,0.0,405.0,817.0,631.0,589.0,0.0,817.0,631.0,631.0,204.0,817.0,817.0,186.0,790.0,817.0,815.0,817.0,0.0,817.0,997.0,74.0,0.0,201.0,427.0,631.0,204.0,631.0,0.0,631.0,631.0,201.0,154.0,385.0,815.0,631.0,817.0,0.0,0.0,223.0,815.0,817.0,0.0,0.0,0.0,0.0,427.0,815.0,815.0,0.0,817.0,0.0,631.0,1001.0,204.0,186.0,631.0,201.0,152.0,631.0,815.0,206.0,201.0,0.0,631.0,815.0,162.0,631.0,817.0,613.0,616.0,817.0,184.0,201.0,0.0,201.0,0.0,631.0,616.0,150.0,0.0,0.0,800.0,390.0,84.0,0.0,0.0,0.0,0.0,226.0,631.0,815.0,186.0,405.0,77.0,817.0,631.0,0.0,186.0,817.0,817.0,817.0,817.0,631.0,631.0,204.0,427.0,817.0,390.0,0.0,201.0,158.0,631.0,186.0,90.0,145.0,0.0,124.0,817.0
"gi|189909151|ref|NC_010819.1| Macaque simian foamy virus, complete genome",0.0,829.0,249.0,0.0,0.0,0.0,0.0,0.0,253.0,545.0,525.0,581.0,622.0,589.0,581.0,634.0,633.0,607.0,563.0,545.0,0.0,1470.0,548.0,593.0,543.0,0.0,491.0,771.0,957.0,1558.0,692.0,771.0,262.0,424.0,599.0,541.0,694.0,285.0,233.0,202.0,167.0,435.0,1085.0,899.0,1038.0,1332.0,1100.0,253.0,536.0,948.0,0.0,0.0,245.0,215.0,728.0,442.0,168.0,0.0,162.0,523.0,672.0,0.0,0.0,0.0,0.0,690.0,668.0,696.0,448.0,456.0,0.0,975.0,204.0,1894.0,526.0,967.0,0.0,0.0,541.0,471.0,0.0,0.0,483.0,771.0,398.0,187.0,1040.0,242.0,326.0,466.0,504.0,263.0,0.0,241.0,0.0,0.0,1067.0,1010.0,98.0,0.0,0.0,231.0,708.0,212.0,0.0,0.0,0.0,0.0,1176.0,640.0,702.0,727.0,673.0,261.0,601.0,1091.0,0.0,268.0,668.0,302.0,566.0,487.0,572.0,541.0,1558.0,778.0,557.0,528.0,0.0,1201.0,0.0,771.0,1105.0,0.0,0.0,0.0,0.0,705.0
"gi|9627210|ref|NC_001550.1| Mason-Pfizer monkey virus, complete genome",0.0,322.0,214.0,0.0,0.0,0.0,0.0,0.0,253.0,458.0,485.0,542.0,528.0,528.0,503.0,545.0,545.0,545.0,511.0,261.0,0.0,322.0,517.0,285.0,302.0,0.0,470.0,322.0,322.0,322.0,545.0,545.0,469.0,454.0,541.0,282.0,545.0,285.0,407.0,185.0,245.0,640.0,322.0,322.0,322.0,322.0,322.0,253.0,245.0,322.0,0.0,0.0,245.0,0.0,267.0,432.0,276.0,83.0,245.0,258.0,545.0,0.0,0.0,0.0,0.0,322.0,322.0,322.0,653.0,439.0,0.0,322.0,186.0,526.0,1168.0,322.0,0.0,0.0,527.0,216.0,0.0,0.0,685.0,322.0,389.0,274.0,322.0,223.0,545.0,438.0,454.0,263.0,0.0,241.0,0.0,0.0,322.0,545.0,261.0,0.0,0.0,219.0,545.0,296.0,0.0,0.0,0.0,0.0,322.0,322.0,322.0,945.0,536.0,182.0,545.0,322.0,0.0,491.0,545.0,223.0,465.0,426.0,307.0,264.0,322.0,322.0,531.0,533.0,89.0,322.0,0.0,322.0,759.0,199.0,0.0,205.0,0.0,545.0
"gi|21450043|ref|NC_004036.1| Mirabilis mosaic virus, complete genome",0.0,985.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1064.0,1030.0,1111.0,1160.0,1131.0,1109.0,1160.0,1167.0,1149.0,1088.0,1054.0,0.0,1302.0,1082.0,1114.0,808.0,0.0,1021.0,1336.0,1526.0,1037.0,1231.0,1336.0,262.0,835.0,1141.0,1069.0,1284.0,285.0,696.0,628.0,167.0,239.0,909.0,1131.0,1545.0,941.0,1568.0,253.0,1074.0,1556.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1039.0,1214.0,0.0,0.0,0.0,0.0,1175.0,1210.0,1214.0,250.0,915.0,0.0,1561.0,631.0,967.0,322.0,1579.0,235.0,152.0,1028.0,1013.0,107.0,219.0,276.0,1297.0,826.0,187.0,1282.0,771.0,764.0,729.0,1017.0,263.0,215.0,241.0,214.0,0.0,1336.0,1295.0,173.0,0.0,0.0,481.0,776.0,212.0,0.0,0.0,0.0,0.0,1019.0,1175.0,1237.0,527.0,920.0,261.0,1143.0,1579.0,0.0,268.0,1209.0,829.0,1071.0,1029.0,1114.0,1075.0,1037.0,1049.0,1029.0,528.0,0.0,1015.0,158.0,1276.0,750.0,0.0,145.0,0.0,0.0,1228.0
"gi|9626958|ref|NC_001501.1| Moloney murine leukemia virus, complete genome",515.0,0.0,458.0,0.0,0.0,154.0,0.0,89.0,728.0,235.0,234.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,232.0,174.0,235.0,235.0,235.0,235.0,530.0,235.0,235.0,235.0,0.0,235.0,235.0,223.0,185.0,235.0,235.0,235.0,753.0,204.0,201.0,0.0,0.0,235.0,235.0,235.0,0.0,235.0,962.0,235.0,235.0,1173.0,0.0,693.0,225.0,235.0,208.0,0.0,98.0,0.0,235.0,235.0,186.0,753.0,753.0,753.0,235.0,235.0,235.0,0.0,212.0,732.0,235.0,201.0,0.0,0.0,235.0,1224.0,645.0,235.0,235.0,328.0,949.0,0.0,235.0,204.0,0.0,235.0,445.0,207.0,0.0,235.0,217.0,734.0,964.0,1167.0,421.0,235.0,0.0,75.0,206.0,0.0,0.0,0.0,0.0,753.0,530.0,753.0,753.0,0.0,235.0,235.0,0.0,235.0,0.0,235.0,235.0,760.0,753.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,235.0,223.0,0.0,167.0,235.0,78.0,235.0,0.0,93.0,430.0,679.0,0.0,235.0
"gi|9626962|ref|NC_001502.1| Moloney murine sarcoma virus, complete genome",638.0,0.0,294.0,0.0,0.0,154.0,0.0,89.0,351.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,174.0,152.0,152.0,152.0,152.0,351.0,152.0,152.0,152.0,0.0,152.0,152.0,142.0,152.0,152.0,152.0,152.0,493.0,152.0,152.0,0.0,0.0,152.0,152.0,152.0,0.0,152.0,493.0,152.0,152.0,645.0,150.0,503.0,152.0,152.0,152.0,0.0,98.0,0.0,152.0,152.0,186.0,493.0,493.0,493.0,152.0,152.0,152.0,0.0,152.0,351.0,152.0,152.0,0.0,0.0,152.0,645.0,800.0,152.0,152.0,428.0,503.0,0.0,152.0,152.0,0.0,152.0,294.0,152.0,0.0,152.0,297.0,658.0,493.0,645.0,351.0,152.0,0.0,75.0,296.0,155.0,0.0,0.0,0.0,493.0,351.0,493.0,493.0,0.0,152.0,152.0,0.0,152.0,0.0,152.0,152.0,493.0,493.0,152.0,152.0,152.0,152.0,152.0,152.0,0.0,152.0,152.0,0.0,253.0,152.0,78.0,152.0,0.0,93.0,430.0,294.0,131.0,152.0
"gi|9626965|ref|NC_001503.1| Mouse mammary tumor virus, complete genome",0.0,565.0,463.0,0.0,0.0,0.0,0.0,0.0,462.0,929.0,944.0,1010.0,1026.0,1002.0,974.0,1025.0,1028.0,1016.0,974.0,931.0,0.0,797.0,988.0,979.0,765.0,0.0,950.0,1028.0,1028.0,541.0,1028.0,1028.0,262.0,835.0,1012.0,972.0,1028.0,285.0,642.0,628.0,171.0,462.0,590.0,821.0,1028.0,541.0,1028.0,253.0,939.0,1028.0,215.0,0.0,460.0,661.0,942.0,855.0,196.0,83.0,308.0,952.0,1028.0,0.0,0.0,0.0,0.0,821.0,1028.0,1028.0,473.0,866.0,0.0,1028.0,631.0,541.0,527.0,1028.0,235.0,152.0,1251.0,910.0,107.0,219.0,499.0,1028.0,821.0,274.0,1028.0,690.0,764.0,660.0,915.0,263.0,215.0,241.0,214.0,0.0,1028.0,772.0,261.0,0.0,0.0,438.0,541.0,212.0,0.0,0.0,0.0,0.0,565.0,1028.0,1028.0,328.0,797.0,259.0,1028.0,1028.0,0.0,268.0,1028.0,694.0,936.0,897.0,1001.0,958.0,541.0,821.0,969.0,517.0,89.0,590.0,158.0,1028.0,334.0,109.0,145.0,223.0,0.0,1028.0
"gi|745998795|ref|NC_026020.1| Mulberry badnavirus 1 sequence for polyprotein, mp, cp, rnase h, rt regions, isolate Lebanon34",173.0,499.0,696.0,0.0,100.0,0.0,152.0,83.0,425.0,1056.0,974.0,1007.0,1018.0,1022.0,1028.0,1026.0,1023.0,1030.0,1002.0,986.0,0.0,773.0,1041.0,1056.0,926.0,0.0,990.0,1056.0,1028.0,471.0,1056.0,1056.0,216.0,820.0,1025.0,1187.0,1020.0,216.0,696.0,812.0,96.0,216.0,518.0,749.0,1032.0,471.0,1056.0,216.0,1038.0,1015.0,215.0,154.0,619.0,857.0,966.0,902.0,88.0,0.0,233.0,1184.0,1021.0,0.0,0.0,0.0,0.0,714.0,1244.0,1244.0,216.0,915.0,0.0,1007.0,815.0,471.0,216.0,1013.0,235.0,152.0,910.0,1244.0,206.0,219.0,216.0,1056.0,826.0,187.0,1056.0,776.0,654.0,723.0,990.0,404.0,215.0,216.0,214.0,0.0,1056.0,754.0,173.0,0.0,0.0,669.0,471.0,121.0,0.0,0.0,0.0,0.0,499.0,1056.0,1244.0,216.0,758.0,183.0,1008.0,1054.0,0.0,216.0,1056.0,840.0,1056.0,1043.0,1029.0,1009.0,471.0,801.0,937.0,434.0,0.0,518.0,158.0,1056.0,216.0,0.0,145.0,0.0,124.0,1043.0
"gi|9626984|ref|NC_001506.1| Murine osteosarcoma virus, complete genome",420.0,0.0,306.0,0.0,99.0,121.0,99.0,172.0,121.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.0,107.0,107.0,107.0,206.0,121.0,107.0,107.0,107.0,0.0,107.0,107.0,100.0,107.0,107.0,206.0,107.0,221.0,107.0,206.0,0.0,0.0,107.0,107.0,107.0,0.0,107.0,221.0,107.0,107.0,328.0,199.0,327.0,206.0,107.0,107.0,0.0,0.0,0.0,206.0,107.0,87.0,221.0,221.0,221.0,107.0,206.0,206.0,0.0,107.0,121.0,107.0,206.0,0.0,0.0,107.0,328.0,428.0,107.0,206.0,527.0,228.0,0.0,107.0,107.0,0.0,107.0,207.0,107.0,0.0,107.0,299.0,328.0,221.0,328.0,121.0,107.0,0.0,75.0,184.0,100.0,99.0,0.0,0.0,221.0,121.0,221.0,221.0,0.0,107.0,206.0,0.0,107.0,0.0,107.0,107.0,221.0,221.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,107.0,107.0,0.0,164.0,107.0,78.0,107.0,0.0,0.0,228.0,100.0,199.0,107.0
"gi|9628654|ref|NC_001702.1| Murine type C retrovirus, complete genome",360.0,0.0,219.0,0.0,120.0,366.0,212.0,192.0,722.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,259.0,219.0,219.0,219.0,219.0,514.0,219.0,219.0,219.0,0.0,219.0,219.0,0.0,185.0,219.0,219.0,219.0,514.0,204.0,201.0,0.0,0.0,219.0,219.0,219.0,0.0,219.0,727.0,219.0,219.0,935.0,159.0,693.0,219.0,219.0,208.0,0.0,98.0,0.0,219.0,219.0,275.0,514.0,514.0,514.0,219.0,219.0,219.0,0.0,212.0,717.0,219.0,201.0,0.0,0.0,219.0,949.0,503.0,219.0,219.0,228.0,1161.0,0.0,219.0,204.0,0.0,219.0,219.0,207.0,0.0,219.0,0.0,932.0,730.0,929.0,633.0,219.0,0.0,75.0,206.0,212.0,0.0,0.0,0.0,514.0,514.0,514.0,514.0,0.0,219.0,219.0,0.0,219.0,0.0,219.0,219.0,761.0,514.0,219.0,219.0,219.0,219.0,219.0,219.0,0.0,219.0,219.0,0.0,89.0,219.0,78.0,219.0,0.0,93.0,430.0,445.0,131.0,219.0
"gi|66576233|ref|NC_007015.1| Ovine enzootic nasal tumour virus, complete genome",0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,235.0,272.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,261.0,0.0,276.0,276.0,276.0,276.0,0.0,256.0,276.0,276.0,473.0,276.0,276.0,262.0,231.0,276.0,276.0,276.0,276.0,0.0,0.0,171.0,1094.0,473.0,276.0,276.0,502.0,276.0,253.0,245.0,276.0,0.0,0.0,245.0,0.0,267.0,209.0,276.0,83.0,165.0,258.0,276.0,0.0,0.0,0.0,0.0,502.0,276.0,276.0,1116.0,216.0,0.0,276.0,0.0,483.0,685.0,276.0,0.0,0.0,499.0,216.0,0.0,0.0,1163.0,276.0,186.0,274.0,276.0,0.0,276.0,222.0,241.0,263.0,0.0,241.0,0.0,0.0,276.0,276.0,186.0,0.0,0.0,0.0,276.0,299.0,0.0,0.0,0.0,0.0,473.0,276.0,276.0,476.0,276.0,182.0,276.0,276.0,0.0,268.0,276.0,0.0,242.0,203.0,276.0,264.0,276.0,276.0,276.0,492.0,89.0,276.0,0.0,276.0,276.0,109.0,0.0,249.0,0.0,276.0
"gi|9627001|ref|NC_001511.1| Ovine lentivirus, complete genome",0.0,804.0,508.0,63.0,123.0,211.0,201.0,91.0,462.0,1223.0,1030.0,1125.0,1187.0,1144.0,1184.0,1238.0,1241.0,1206.0,1110.0,1309.0,0.0,1140.0,1121.0,1523.0,1049.0,0.0,1030.0,1846.0,1298.0,811.0,1354.0,1441.0,262.0,835.0,1169.0,1069.0,1297.0,285.0,696.0,628.0,96.0,239.0,733.0,909.0,1346.0,726.0,1479.0,253.0,1324.0,1300.0,215.0,148.0,460.0,669.0,1030.0,902.0,88.0,0.0,233.0,1048.0,1230.0,0.0,0.0,0.0,0.0,932.0,1311.0,1393.0,250.0,915.0,214.0,1286.0,631.0,771.0,322.0,1297.0,235.0,152.0,1028.0,1056.0,107.0,219.0,276.0,1853.0,826.0,187.0,1472.0,776.0,764.0,944.0,1030.0,263.0,215.0,241.0,214.0,205.0,1453.0,1036.0,251.0,0.0,254.0,706.0,739.0,121.0,0.0,0.0,0.0,0.0,807.0,1589.0,1377.0,328.0,1249.0,259.0,1163.0,1389.0,0.0,268.0,1309.0,951.0,1231.0,1132.0,1140.0,1079.0,811.0,1174.0,1029.0,528.0,0.0,815.0,254.0,1807.0,468.0,0.0,145.0,0.0,134.0,1326.0
"gi|655454939|ref|NC_024301.1| Pagoda yellow mosaic associated virus strain pymav-01, complete genome",0.0,410.0,416.0,0.0,0.0,0.0,0.0,0.0,395.0,1029.0,1029.0,1029.0,1029.0,1029.0,1029.0,1029.0,1029.0,1029.0,1029.0,826.0,0.0,602.0,1029.0,826.0,602.0,0.0,1029.0,826.0,826.0,398.0,1029.0,1029.0,389.0,991.0,1029.0,826.0,1029.0,186.0,843.0,812.0,170.0,186.0,390.0,614.0,826.0,398.0,826.0,186.0,826.0,826.0,204.0,0.0,390.0,640.0,826.0,1029.0,88.0,0.0,313.0,826.0,1029.0,0.0,0.0,0.0,0.0,614.0,826.0,826.0,186.0,1029.0,0.0,826.0,815.0,398.0,389.0,826.0,204.0,152.0,821.0,826.0,107.0,204.0,186.0,826.0,1029.0,268.0,826.0,843.0,817.0,825.0,1029.0,186.0,204.0,186.0,204.0,0.0,826.0,825.0,248.0,0.0,0.0,639.0,601.0,205.0,0.0,0.0,0.0,0.0,410.0,826.0,826.0,389.0,602.0,183.0,1029.0,826.0,0.0,389.0,1029.0,843.0,1029.0,1029.0,826.0,826.0,398.0,614.0,1029.0,601.0,0.0,390.0,158.0,826.0,389.0,90.0,145.0,0.0,0.0,1029.0
"gi|372220275|ref|NC_016561.1| Parrot hepatitis B virus, complete genome",0.0,187.0,81.0,0.0,0.0,0.0,0.0,0.0,106.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,187.0,0.0,187.0,268.0,187.0,187.0,0.0,268.0,187.0,187.0,187.0,268.0,268.0,187.0,268.0,268.0,187.0,268.0,106.0,162.0,162.0,245.0,274.0,106.0,106.0,187.0,268.0,187.0,106.0,187.0,187.0,0.0,0.0,106.0,81.0,187.0,268.0,175.0,83.0,317.0,187.0,268.0,0.0,0.0,0.0,0.0,187.0,187.0,187.0,274.0,268.0,0.0,187.0,162.0,187.0,274.0,187.0,0.0,0.0,274.0,187.0,0.0,0.0,274.0,187.0,268.0,436.0,187.0,162.0,187.0,268.0,268.0,106.0,0.0,106.0,0.0,0.0,187.0,268.0,260.0,0.0,0.0,162.0,268.0,355.0,0.0,0.0,0.0,0.0,106.0,187.0,187.0,187.0,187.0,259.0,268.0,187.0,0.0,187.0,268.0,162.0,268.0,268.0,187.0,187.0,187.0,106.0,268.0,349.0,87.0,106.0,0.0,187.0,187.0,168.0,0.0,87.0,0.0,268.0
"gi|9627957|ref|NC_001634.1| Peanut chlorotic streak virus, complete genome",0.0,784.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1223.0,1030.0,1125.0,1187.0,1144.0,1184.0,1237.0,1233.0,1206.0,1110.0,1079.0,0.0,1386.0,1121.0,1212.0,824.0,0.0,1030.0,1474.0,1283.0,1056.0,1346.0,1404.0,262.0,835.0,1169.0,1069.0,1282.0,285.0,696.0,628.0,96.0,239.0,1015.0,1157.0,1331.0,1008.0,1459.0,253.0,1109.0,1285.0,215.0,0.0,460.0,669.0,1030.0,902.0,88.0,0.0,233.0,1048.0,1230.0,0.0,0.0,0.0,0.0,932.0,1311.0,1435.0,250.0,915.0,0.0,1271.0,631.0,1040.0,322.0,1282.0,235.0,152.0,1028.0,1056.0,107.0,219.0,276.0,1472.0,826.0,187.0,1796.0,776.0,764.0,729.0,1030.0,263.0,215.0,241.0,214.0,0.0,1720.0,1021.0,173.0,0.0,0.0,481.0,724.0,121.0,0.0,0.0,0.0,0.0,1066.0,1299.0,1377.0,328.0,960.0,183.0,1163.0,1371.0,0.0,268.0,1309.0,943.0,1220.0,1132.0,1140.0,1079.0,1056.0,1439.0,1029.0,528.0,0.0,1082.0,158.0,1449.0,735.0,0.0,145.0,0.0,0.0,1325.0
